ASSESSMENT_YEAR,COUNTY_NUMBER,PARCEL_NUMBER,DWELLING_NUMBER,OCCUPANCY_CODE,STORY_CONFIGURATION_CODE,STORY_HEIGHT,PREDOMINANT_ROOFING_MATERIAL,HEATING_SYSTEM_CODE,CENTRAL_AIR_CONDITIONING,NUMBER_OF_FINISHED_ROOMS,ATTIC_CODE,ATTIC_BASE_AREA,ATTIC_FINISHED_LIVING_AREA,BASEMENT_CODE,BASEMENT_BASE_AREA,BASEMENT_FINISHED_LIVING_AREA,CRAWL_SPACE_CODE,CRAWL_SPACE_BASE_AREA,FLOORS_TOTAL_BASE_AREA,FLOORS_TOTAL_FINISHED_LIV_AREA,TOTAL_BASE_VALUE,ROW_TYPE_ADJUSTMENT,UNFINISHED_INTERIOR_VALUE_ADJ,EXTRA_LIVING_UNITS_VALUE_ADJ,REC_ROOM_VALUE_ADJ,LOFT_VALUE_ADJ,FIREPLACE_VALUE_ADJ,NO_HEATING_VALUE_ADJ,AIR_CONDITIONING_VALUE_ADJ,NO_ELECTRICAL_VALUE_ADJ,PLUMBING_VALUE_ADJ,GARAGE_VALUE_ADJ,EXTERIOR_FEATURES_VALUE_ADJ,TOTAL_BEDROOMS,NUMBER_OF_FAMILY_ROOMS,NUMBER_OF_DINING_ROOMS,NUMBER_OF_FULL_BATHS,NUMBER_OF_HALF_BATHS,TOTAL_PLUMBING_FIXTURES,MASONRY_FIREPLACE_STACKS,MASONRY_FIREPLACE_OPENINGS,STEEL_FIREPLACE_STACKS,STEEL_FIREPLACE_OPENINGS,INTEGRAL_GARAGE,ATTACHED_GARAGE,ATTACHED_CARPORT,BASEMENT_GARAGE,GARAGE_CAPACITY_CARS,GARAGE_SQFT,IMPROVEMENT_INSTANCE_NUMBER,DWELLING_INSTANCE_NUMBER
2022,89,891631330444000030,,1,1,2.0,1,1,Y,7,0,0,0,1,252,0,1,252,1272,1272,111800,0,0,0,0,0,0,0,4800,0,,,17300,3,1,1,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330501000030,,1,1,1.0,1,1,N,6,1,800,0,3,800,0,0,0,1153,1153,116700,0,0,0,0,0,0,0,0,0,2400.0,,2700,3,1,0,2,0,8,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330502000030,,1,1,1.0,1,1,Y,5,4,768,384,4,978,0,0,0,978,978,115500,0,0,0,0,0,0,0,3200,0,,,600,3,0,0,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330503000030,,1,1,1.0,1,1,Y,6,4,750,750,4,820,0,0,0,820,820,108100,0,0,0,0,0,0,0,4200,0,,,6000,3,0,1,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330504000030,,1,1,1.0,1,1,Y,4,0,0,0,4,815,0,0,0,815,815,93600,0,0,0,0,0,0,0,3900,0,,,4400,1,0,1,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330505000030,,1,1,1.0,1,1,Y,5,0,0,0,0,0,0,0,0,1316,1316,95400,0,0,0,0,0,0,0,3300,0,,,5800,2,0,1,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330506000030,,1,1,1.0,1,1,Y,6,4,832,832,4,880,0,0,0,880,880,112900,0,0,0,6100,0,0,0,3900,0,4000.0,,15600,3,1,0,2,1,10,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330507000030,,1,1,1.0,1,1,Y,7,4,1044,713,3,1044,0,1,210,1254,1254,137900,0,0,0,0,0,0,0,3800,0,2400.0,,8700,3,1,1,2,0,8,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330601000030,,1,1,1.0,1,1,N,5,0,0,0,0,0,0,0,0,704,704,62200,0,0,0,0,0,0,0,0,0,,,2300,2,0,1,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330602000030,,1,1,1.0,1,1,Y,6,1,728,0,3,728,0,1,136,864,864,103400,0,0,0,0,0,0,0,3400,0,,,13500,2,0,1,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330603000030,,1,1,1.0,1,1,N,3,0,0,0,2,225,0,2,309,534,534,70700,0,0,0,0,0,0,0,0,0,,,4900,1,0,0,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330604000030,,1,1,1.0,1,1,Y,6,4,784,784,4,784,0,0,0,784,784,104600,0,0,0,0,0,0,0,4400,0,1600.0,,3800,3,0,1,1,1,7,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330605000030,,1,1,1.0,1,1,N,3,0,0,0,0,0,0,0,0,864,864,63500,0,0,0,0,0,0,0,0,0,,,800,1,0,0,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330606000030,,1,1,1.0,1,1,Y,4,0,0,0,0,0,0,0,0,1092,1092,85100,0,0,0,0,0,0,0,3100,0,,,6300,2,0,0,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330607000030,,1,1,1.0,1,1,N,4,0,0,0,0,0,0,0,0,700,700,62200,0,0,0,0,0,0,0,0,0,,,4400,1,0,1,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330608000030,,1,1,1.0,1,1,Y,6,0,0,0,2,450,0,2,450,899,899,96300,0,0,0,0,0,0,0,3400,0,,,13000,2,1,1,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330610000030,,1,1,1.0,1,1,Y,5,4,1332,1332,4,1372,0,0,0,1372,1372,150100,0,0,0,0,0,0,0,3500,0,,,2900,2,0,1,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330611000030,,1,1,1.0,1,1,Y,5,0,0,0,0,0,0,0,0,1023,1023,89800,0,0,0,0,0,0,0,2900,0,,,17000,3,0,0,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330612000030,,1,1,1.0,1,1,Y,6,0,0,0,0,0,0,1,600,1623,1623,123400,0,0,0,0,0,0,0,3800,0,,23800.0,1800,2,1,1,1,0,5,0,0,0,0,N,Y,N,N,4,864,1,1
2022,89,891631330613000030,,1,1,1.0,1,1,Y,5,0,0,0,4,768,0,0,0,768,768,89700,0,0,0,0,0,0,0,3900,0,,9900.0,1500,2,0,1,1,0,5,0,0,0,0,N,Y,N,N,1,240,1,1
2022,89,891631330614000030,,1,1,1.0,1,1,Y,5,0,0,0,4,800,0,0,0,800,800,91600,0,0,0,0,0,0,0,3900,0,,9900.0,5100,2,0,0,1,0,5,0,0,0,0,N,Y,N,N,1,228,1,1
2022,89,891631330615000030,,1,1,1.0,1,1,Y,5,1,944,0,4,944,0,0,0,944,944,109500,0,0,0,0,0,0,0,3400,0,,,8600,2,0,1,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330616000030,,1,1,1.0,1,1,Y,5,0,0,0,4,955,0,0,0,955,955,103200,0,0,0,0,0,0,0,2900,0,,,9600,2,0,1,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330617000030,,1,1,1.0,1,1,N,6,1,918,0,4,918,0,0,0,918,918,107500,0,0,0,0,0,0,0,0,0,,,11800,3,0,1,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330618000030,,1,1,1.0,1,1,Y,5,0,0,0,4,1236,0,0,0,1128,1128,116600,0,0,0,0,0,0,0,3100,0,1600.0,,9400,3,0,0,1,1,7,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330619000030,,1,1,1.0,1,1,N,5,0,0,0,4,864,0,0,0,864,864,97400,0,0,0,0,0,0,0,0,0,,,4900,2,0,1,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330620000030,,1,1,1.0,1,1,Y,5,0,0,0,3,952,0,0,0,1102,1102,110900,0,0,0,0,0,0,0,3100,0,,,13400,2,0,1,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330621000030,,1,1,2.0,1,1,Y,7,0,0,0,0,0,0,3,1056,1642,1642,119900,0,0,0,0,0,0,0,3900,0,2400.0,,3500,3,1,1,2,0,8,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330622000030,,1,1,1.0,1,1,N,3,0,0,0,0,0,0,4,528,528,528,56100,0,0,0,0,0,0,0,0,0,,,8700,1,0,0,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330623000030,,1,1,1.0,1,1,Y,5,0,0,0,0,0,0,4,1134,1134,1134,92500,0,0,0,0,0,0,0,3100,0,,,3900,2,0,1,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330624000030,,1,1,1.0,1,1,Y,5,0,0,0,3,915,0,1,305,1220,1220,119800,0,0,0,0,0,0,0,3200,0,1600.0,2700.0,6600,3,0,0,1,1,7,0,0,0,0,N,N,N,Y,1,200,1,1
2022,89,891631330625000030,,1,1,1.0,1,1,Y,4,0,0,0,4,672,0,0,0,672,672,82400,0,0,0,0,0,0,0,3600,0,,,4600,2,0,0,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330626000030,,1,1,1.0,1,1,Y,5,0,0,0,2,840,0,2,560,1400,1400,126900,0,0,0,0,0,4500,0,3500,0,,,9300,2,0,1,1,0,5,1,1,0,0,N,N,N,N,0,0,1,1
2022,89,891631330627000030,,1,1,1.0,1,1,N,5,4,576,288,0,0,0,4,576,576,576,68300,0,0,0,0,0,0,0,0,0,,8000.0,14400,2,0,1,1,0,5,0,0,0,0,N,Y,N,N,1,168,1,1
2022,89,891631330701000030,,1,1,1.0,1,4,Y,6,0,0,0,0,0,0,0,0,1597,1597,117100,0,0,0,0,0,0,0,3800,0,2400.0,,8100,3,1,1,2,0,8,0,0,0,0,N,N,N,N,0,0,4,4
2022,89,891631330702000030,,1,1,1.0,1,1,Y,5,0,0,0,4,872,0,0,0,872,872,97400,0,0,0,0,0,0,0,3400,0,,,7100,2,0,1,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330703000030,,1,1,1.0,1,1,Y,5,0,0,0,4,896,0,0,0,896,896,99300,0,0,0,0,0,4500,0,3400,0,800.0,,19500,2,0,1,1,0,6,1,1,0,0,N,N,N,N,0,0,1,1
2022,89,891631330704000030,,1,1,1.0,1,1,Y,4,0,0,0,4,872,0,0,0,872,872,97400,0,0,0,0,0,0,0,3400,0,,,3400,2,0,0,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330705000030,,1,1,1.0,1,1,N,6,0,0,0,0,0,0,3,800,1100,1100,90400,0,0,0,0,0,4700,0,0,0,,,3900,3,0,1,1,0,5,0,0,1,1,N,N,N,N,0,0,1,1
2022,89,891631330706000030,,1,1,1.0,1,1,Y,5,0,0,0,4,1180,0,0,0,1180,1180,118100,0,0,0,0,0,0,0,3200,0,1600.0,,7100,3,0,0,1,1,7,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330707000030,,1,1,1.0,1,1,Y,5,0,0,0,4,792,0,1,22,814,814,95800,0,0,0,0,0,0,0,3900,0,,,9100,2,0,1,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330708000030,,1,1,1.0,1,1,Y,4,0,0,0,4,764,0,0,0,764,764,89700,0,0,0,0,0,0,0,3900,0,,,2900,2,0,0,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330709000030,,1,1,1.0,1,1,Y,4,0,0,0,4,884,0,0,0,884,884,97400,0,0,0,0,0,0,0,3400,0,,,7800,2,0,0,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330710000030,,1,1,1.0,1,1,Y,5,0,0,0,1,246,0,3,736,982,982,99200,0,0,0,0,0,0,0,2900,0,,,4900,2,0,1,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330711000030,,1,1,1.0,1,1,Y,7,0,0,0,1,150,0,3,708,1456,1456,113200,0,0,0,0,0,4500,0,4000,0,2400.0,,9800,2,1,1,2,0,8,1,1,0,0,N,N,N,N,0,0,1,1
2022,89,891631330712000030,,1,1,1.0,1,1,Y,4,0,0,0,2,420,0,2,420,840,840,92600,0,0,0,0,0,0,0,3900,0,,,10500,1,0,1,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330713000030,,1,1,1.0,1,1,Y,6,0,0,0,4,988,0,0,0,988,988,115000,0,0,0,0,0,0,0,2900,0,1600.0,,2100,3,0,1,1,1,7,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330714000030,,1,1,1.0,1,1,Y,6,0,0,0,4,868,0,0,0,1383,1383,111700,0,0,0,0,0,0,0,4300,0,1600.0,,11100,3,0,1,1,1,7,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330715000030,,1,1,1.0,1,1,Y,6,0,0,0,2,798,0,2,489,1287,1287,121300,0,0,0,0,0,0,0,3300,0,,,12300,3,0,1,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330717000030,,1,1,1.0,1,1,Y,7,4,988,722,4,1100,0,0,0,1100,1100,128400,0,0,0,0,0,4500,0,3600,0,,,6000,4,0,1,1,0,5,1,1,0,0,N,N,N,N,0,0,1,1
2022,89,891631330718000030,,1,1,1.0,1,1,Y,6,0,0,0,4,1421,0,0,0,1421,1421,142200,0,0,0,0,0,4500,0,3500,0,1600.0,10000.0,5100,3,0,1,1,1,7,1,1,0,0,N,Y,N,N,1,264,1,1
2022,89,891631330719000030,,1,1,2.0,1,1,Y,8,4,720,720,2,788,0,1,276,2264,2264,178400,0,0,0,0,0,4500,0,4100,0,1600.0,15200.0,8300,4,1,1,1,1,7,1,1,0,0,N,Y,N,N,2,480,1,1
2022,89,891631330801000030,,1,1,1.0,1,1,Y,5,4,832,416,4,936,0,0,0,936,936,120200,0,0,0,0,0,4500,0,3700,0,,,4900,2,0,1,1,0,5,1,1,0,0,N,N,N,N,0,0,1,1
2022,89,891631330802000030,,1,1,1.0,1,1,Y,7,0,0,0,4,920,0,0,0,920,920,101300,0,0,0,0,0,4500,0,3400,0,,11500.0,13100,3,1,1,1,0,5,1,1,0,0,N,Y,N,N,2,316,1,1
2022,89,891631330803000030,,1,1,1.0,1,1,Y,4,0,0,0,4,840,0,0,0,840,840,95500,0,0,0,0,0,0,0,3900,0,1600.0,,6900,2,0,0,1,0,7,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330804000030,,1,1,1.0,1,1,N,4,0,0,0,4,810,0,0,0,810,810,98900,0,0,0,4500,0,0,0,0,0,,,5000,2,0,0,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330805000030,,1,1,1.0,1,1,Y,4,0,0,0,4,810,0,0,0,810,810,98900,0,0,0,0,0,0,0,3900,0,,,3400,2,0,0,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330806000030,,1,1,1.0,1,1,N,4,0,0,0,4,840,0,0,0,840,840,103000,0,0,0,0,0,0,0,0,0,,,4500,2,0,0,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330807000030,,1,1,1.0,1,1,N,4,0,0,0,4,810,0,0,0,810,810,98900,0,0,0,0,0,0,0,0,0,,,2400,2,0,0,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330808000030,,1,1,1.0,1,1,Y,4,0,0,0,4,810,0,0,0,810,810,98900,0,0,0,0,0,0,0,3900,0,,,6800,2,0,0,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330809000030,,1,1,1.0,1,1,N,4,0,0,0,4,810,0,0,0,810,810,98900,0,0,0,0,0,0,0,0,0,,,4100,2,0,0,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330810000030,,1,1,1.0,1,4,Y,4,0,0,0,4,840,0,0,0,840,840,103000,0,0,0,0,0,0,0,3900,0,1600.0,,4100,2,0,1,1,1,7,0,0,0,0,N,N,N,N,0,0,3,3
2022,89,891631330811000030,,1,1,1.0,1,1,Y,4,0,0,0,4,840,0,0,0,840,840,103000,0,0,0,0,0,0,0,3900,0,,,8200,2,0,1,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330812000030,,1,1,1.0,1,1,Y,5,1,870,0,4,870,0,0,0,870,870,103400,0,0,0,0,0,0,0,3400,0,,,4900,2,0,1,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330813000030,,1,1,1.0,1,1,Y,6,0,0,0,0,0,0,0,0,936,936,75900,0,0,0,0,0,0,0,3400,0,1600.0,,0,3,0,1,1,1,7,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330814000030,,1,1,1.0,1,1,Y,6,0,0,0,4,1044,0,0,0,1044,1044,110200,0,0,0,0,0,0,0,2900,0,,,5100,3,0,1,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330815000030,,1,1,1.0,1,1,Y,7,0,0,0,3,576,0,1,264,1416,1416,120700,0,0,0,0,0,0,0,4500,0,2400.0,18600.0,11700,3,1,1,2,0,8,0,0,0,0,N,Y,N,N,3,576,1,1
2022,89,891631330817000030,,1,1,1.0,1,1,Y,6,0,0,0,0,0,0,0,0,900,900,74300,0,0,0,0,0,0,0,3400,0,,,14300,3,0,1,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631330818000030,,1,1,1.0,1,1,Y,6,0,0,0,0,0,0,0,0,1068,1068,84000,0,0,0,0,0,0,0,3100,0,,11500.0,1800,3,1,0,1,0,5,0,0,0,0,N,Y,N,N,2,308,1,1
2022,89,891631330819000030,,1,1,1.0,1,1,Y,6,0,0,0,0,0,0,0,0,936,936,75900,0,0,0,0,0,0,0,3400,0,,11500.0,11100,2,0,1,1,0,5,0,0,0,0,N,Y,N,N,2,308,1,1
2022,89,891631330820000030,,1,1,1.0,1,1,Y,5,0,0,0,0,0,0,0,0,864,864,72800,0,0,0,0,0,0,0,3400,0,,,1800,2,0,1,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631340109000030,,1,1,1.0,1,1,N,6,4,792,792,4,792,0,0,0,792,792,106800,0,0,0,0,0,0,0,0,0,,3100.0,2200,3,1,0,1,0,5,0,0,0,0,N,N,Y,N,1,240,1,1
2022,89,891631340110000030,,1,1,1.0,1,1,Y,5,4,792,792,4,792,0,0,0,792,792,106800,0,0,0,0,0,0,0,4400,0,,,8700,3,0,0,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631340111000030,,1,1,1.0,1,1,N,4,1,792,0,4,792,0,0,0,792,792,97400,0,0,0,0,0,0,0,0,0,,,1800,2,0,0,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631340201000030,,1,1,1.0,1,1,Y,5,4,720,720,4,720,0,0,0,720,720,100200,0,0,0,3900,0,0,0,4100,0,3200.0,13500.0,9300,2,0,1,1,2,9,0,0,0,0,N,Y,Y,N,3,560,1,1
2022,89,891631340202000030,,1,1,1.0,1,1,Y,5,4,720,720,4,720,0,0,0,720,720,100200,0,0,0,0,0,0,0,4100,0,,,7900,2,0,1,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631340203000030,,1,1,1.0,1,1,Y,5,4,720,720,4,720,0,0,0,720,720,100200,0,0,0,3900,0,0,0,4100,0,,,1500,3,0,0,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631340204000030,,1,1,1.0,1,1,Y,5,1,720,0,4,720,0,0,0,720,720,91500,0,0,0,0,0,0,0,3600,0,,,2200,2,0,1,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631340205000030,,1,1,1.0,1,1,Y,5,4,720,720,4,720,0,0,0,720,720,100200,0,0,0,3000,0,0,0,4100,0,,,1900,3,0,0,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631340206000030,,1,1,1.0,1,1,N,5,4,720,720,3,720,0,1,308,1028,1028,121800,0,0,0,0,0,0,0,0,0,,12600.0,7800,2,0,1,1,0,5,0,0,0,0,N,Y,N,N,2,338,1,1
2022,89,891631340301000030,,1,1,1.0,1,1,Y,6,4,832,832,3,832,0,0,0,1196,1196,129100,0,0,0,0,0,0,0,3700,0,1600.0,,3300,3,0,1,1,1,7,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631340302000030,,1,1,1.0,1,1,Y,6,0,0,0,3,720,0,1,252,1692,1692,130800,0,0,0,0,0,0,0,3600,0,,16200.0,10400,3,0,1,1,0,5,0,0,0,0,N,Y,N,N,3,544,1,1
2022,89,891631340303000030,,1,1,1.0,1,1,N,5,4,720,720,4,720,0,0,0,720,720,100200,0,0,0,0,0,0,0,0,0,,,12400,3,0,0,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631340304000030,,1,1,1.0,1,1,Y,5,4,720,720,4,720,0,0,0,720,720,100200,0,0,0,0,0,0,0,3600,0,1600.0,,1800,3,0,0,1,1,7,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631340305000030,,1,1,1.0,1,1,N,5,4,720,720,4,720,0,0,0,720,720,100200,0,0,0,8700,0,0,0,0,0,4000.0,9900.0,10400,3,0,0,2,1,10,0,0,0,0,N,Y,N,N,1,240,1,1
2022,89,891631340306000030,,1,1,1.0,1,1,Y,5,0,0,0,4,720,400,1,75,1515,1515,133700,0,0,0,0,0,0,0,4600,0,2400.0,8500.0,14900,3,0,0,2,0,8,0,0,0,0,N,N,Y,N,3,602,1,1
2022,89,891631340307000030,,1,1,1.0,1,1,N,5,4,720,720,4,720,0,0,0,720,720,100200,0,0,0,6100,0,0,0,0,0,,,5900,3,0,1,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631340308000030,,1,1,1.0,1,1,N,5,4,720,720,3,720,0,1,224,944,944,125000,0,0,0,0,0,0,0,0,0,1600.0,3600.0,15000,3,0,0,1,1,7,0,0,0,0,N,N,Y,N,2,312,1,1
2022,89,891631340309000030,,1,1,1.0,1,1,Y,5,4,720,540,4,720,210,0,0,720,720,107600,0,0,0,0,0,0,0,3600,0,,,8200,3,0,0,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631340310000030,,1,1,1.0,1,1,Y,6,0,0,0,3,720,0,1,225,1665,1665,129100,0,0,0,0,0,4500,0,4100,0,,,6200,3,0,1,1,0,5,1,1,0,0,N,N,N,N,0,0,1,1
2022,89,891631340311000030,,1,1,1.0,1,1,Y,5,4,720,360,3,720,0,1,144,888,888,109500,0,0,0,4500,0,0,0,3400,0,,,4300,2,0,0,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631340312000030,,1,1,1.0,1,1,Y,6,4,720,720,3,720,0,1,330,1050,1050,123100,0,0,0,12900,0,0,0,3600,0,1600.0,,7600,3,0,1,1,1,7,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631340313000030,,1,1,1.0,1,1,Y,6,0,0,0,0,0,0,0,0,1088,1088,85100,0,0,0,0,0,0,0,3100,0,,,1600,4,0,0,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631340314000030,,1,1,1.0,1,1,Y,4,0,0,0,0,0,0,0,0,672,672,60700,0,0,0,0,0,0,0,3600,0,,,1900,2,0,0,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631340315000030,,1,1,1.0,1,1,Y,6,0,0,0,0,0,0,0,0,1024,1024,81700,0,0,0,0,0,0,0,2900,0,,4100.0,13400,2,1,1,1,0,5,0,0,0,0,N,N,Y,N,2,360,1,1
2022,89,891631340316000030,,1,1,1.0,1,1,Y,6,0,0,0,0,0,0,0,0,912,912,74300,0,0,0,0,0,0,0,3400,0,,,0,3,0,1,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631340317000030,,1,1,1.0,1,1,Y,6,0,0,0,0,0,0,0,0,1068,1068,84000,0,0,0,0,0,0,0,3100,0,,,6200,3,0,1,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631340318000030,,1,1,1.0,1,1,Y,6,0,0,0,0,0,0,0,0,1152,1152,87400,0,0,0,0,0,0,0,3200,0,,11500.0,4100,3,1,0,1,0,5,0,0,0,0,N,Y,N,N,1,280,1,1
2022,89,891631340319000030,,1,1,1.0,1,1,Y,4,0,0,0,0,0,0,0,0,768,768,66600,0,0,0,0,0,0,0,3900,0,,,3800,2,0,0,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631340320000030,,1,1,1.0,1,1,Y,4,0,0,0,0,0,0,0,0,764,764,67800,0,0,0,0,0,0,0,3900,0,,,2300,2,0,0,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631340321000030,,1,1,1.0,1,1,N,5,0,0,0,0,0,0,0,0,768,768,66600,0,0,0,0,0,0,0,0,0,,,0,3,0,0,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631340322000030,,1,1,1.0,1,1,Y,5,0,0,0,0,0,0,1,160,976,976,81800,0,0,0,0,0,0,0,2900,0,,,11700,3,0,0,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631340323000030,,1,1,1.0,1,1,N,6,0,0,0,0,0,0,0,0,1188,1188,89700,0,0,0,0,0,0,0,0,0,2400.0,11500.0,2100,4,0,0,2,0,8,0,0,0,0,N,Y,N,N,2,312,1,1
2022,89,891631340323002030,,1,1,1.0,1,1,N,5,0,0,0,0,0,0,0,0,1064,1064,84000,0,0,0,0,0,0,0,0,0,,12600.0,5300,3,0,0,1,0,5,0,0,0,0,N,Y,N,N,2,336,1,1
2022,89,891631340323003030,,1,1,1.0,1,1,N,5,0,0,0,0,0,0,0,0,1064,1064,84000,0,0,0,0,0,0,0,0,0,,12600.0,5400,3,0,0,1,0,5,0,0,0,0,N,Y,N,N,2,336,1,1
2022,89,891631340401000030,,1,1,1.0,1,1,N,7,0,0,0,0,0,0,0,0,912,912,74300,0,0,0,0,0,0,0,0,0,,,1700,3,1,1,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631340402000030,,1,1,1.0,1,1,Y,6,0,0,0,0,0,0,4,968,968,968,84700,0,0,0,0,0,0,0,2900,0,,,7200,3,0,1,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631340403000030,,1,1,1.0,1,1,Y,5,1,875,0,0,0,0,0,0,875,875,78800,0,0,0,0,0,0,0,3400,0,,,0,3,0,0,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631340404000030,,1,1,1.0,1,1,N,5,0,0,0,0,0,0,4,825,825,825,75100,0,0,0,0,0,0,0,0,0,,,4400,3,0,0,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631340405000030,,1,1,1.0,1,1,Y,5,0,0,0,0,0,0,0,0,2145,2145,132600,0,0,0,0,0,0,0,4600,0,3200.0,,6000,2,0,1,1,2,9,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,891631340406000030,,1,1,1.0,1,1,N,6,0,0,0,2,528,0,0,0,1224,1224,110100,0,0,0,0,0,4500,0,0,0,,,9100,2,1,1,1,0,5,1,1,0,0,N,N,N,N,0,0,1,1
2022,89,891631340407000030,,1,1,1.0,1,1,Y,5,0,0,0,0,0,0,0,0,1028,1028,89800,0,0,0,0,0,0,0,2900,0,,11600.0,7600,2,0,1,1,0,5,0,0,0,0,N,Y,N,N,1,280,1,1
2022,89,891631340408000030,,1,1,1.0,1,1,Y,4,0,0,0,0,0,0,4,672,672,672,65800,0,0,0,0,0,0,0,3600,0,,,11600,2,0,0,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
